2017-11-11 14:54:28,983 INFO [com.alibaba.dubbo.registry.zookeeper.ZookeeperRegistry] -  [DUBBO] Register: consumer://192.168.29.1/cn.mldn.dibmp.service.IMemberService?application=mldn-service-member&category=consumers&check=false&dubbo=2.5.6&interface=cn.mldn.dibmp.service.IMemberService&methods=getRoleAndActionByMember,get&pid=4432&revision=dev&side=consumer&timestamp=1510383268655&version=dev, dubbo version: 2.5.6, current host: 192.168.29.1
2017-11-11 14:54:29,210 INFO [com.alibaba.dubbo.registry.zookeeper.ZookeeperRegistry] -  [DUBBO] Subscribe: consumer://192.168.29.1/cn.mldn.dibmp.service.IMemberService?application=mldn-service-member&category=providers,configurators,routers&dubbo=2.5.6&interface=cn.mldn.dibmp.service.IMemberService&methods=getRoleAndActionByMember,get&pid=4432&revision=dev&side=consumer&timestamp=1510383268655&version=dev, dubbo version: 2.5.6, current host: 192.168.29.1
2017-11-11 14:54:29,499 INFO [com.alibaba.dubbo.registry.zookeeper.ZookeeperRegistry] -  [DUBBO] Notify urls for subscribe url consumer://192.168.29.1/cn.mldn.dibmp.service.IMemberService?application=mldn-service-member&category=providers,configurators,routers&dubbo=2.5.6&interface=cn.mldn.dibmp.service.IMemberService&methods=getRoleAndActionByMember,get&pid=4432&revision=dev&side=consumer&timestamp=1510383268655&version=dev, urls: [dubbo://192.168.29.1:9327/cn.mldn.dibmp.service.IMemberService?anyhost=true&application=mldn-service-member&default.timeout=10000000&dubbo=2.5.6&generic=false&interface=cn.mldn.dibmp.service.IMemberService&methods=getRoleAndActionByMember,get&pid=4608&revision=dev&side=provider&timestamp=1510381982653&version=dev, empty://192.168.29.1/cn.mldn.dibmp.service.IMemberService?application=mldn-service-member&category=configurators&dubbo=2.5.6&interface=cn.mldn.dibmp.service.IMemberService&methods=getRoleAndActionByMember,get&pid=4432&revision=dev&side=consumer&timestamp=1510383268655&version=dev, empty://192.168.29.1/cn.mldn.dibmp.service.IMemberService?application=mldn-service-member&category=routers&dubbo=2.5.6&interface=cn.mldn.dibmp.service.IMemberService&methods=getRoleAndActionByMember,get&pid=4432&revision=dev&side=consumer&timestamp=1510383268655&version=dev], dubbo version: 2.5.6, current host: 192.168.29.1
2017-11-11 14:54:29,788 INFO [com.alibaba.dubbo.remoting.transport.AbstractClient] -  [DUBBO] Successed connect to server /192.168.29.1:9327 from NettyClient 192.168.29.1 using dubbo version 2.5.6, channel is NettyChannel [channel=[id: 0x771cbb1a, /192.168.29.1:58148 => /192.168.29.1:9327]], dubbo version: 2.5.6, current host: 192.168.29.1
2017-11-11 14:54:29,788 INFO [com.alibaba.dubbo.remoting.transport.AbstractClient] -  [DUBBO] Start NettyClient syuutou-PC/192.168.29.1 connect to the server /192.168.29.1:9327, dubbo version: 2.5.6, current host: 192.168.29.1
2017-11-11 14:54:29,926 INFO [com.alibaba.dubbo.config.AbstractConfig] -  [DUBBO] Refer dubbo service cn.mldn.dibmp.service.IMemberService from url zookeeper://192.168.28.85:2182/com.alibaba.dubbo.registry.RegistryService?anyhost=true&application=mldn-service-member&check=false&default.timeout=10000000&dubbo=2.5.6&generic=false&interface=cn.mldn.dibmp.service.IMemberService&methods=getRoleAndActionByMember,get&pid=4432&remote.timestamp=1510381982653&revision=dev&side=consumer&timestamp=1510383268655&version=dev, dubbo version: 2.5.6, current host: 192.168.29.1
2017-11-11 14:54:30,500 INFO [com.alibaba.dubbo.config.AbstractConfig] -  [DUBBO] The service ready on spring started. service: cn.mldn.dibmp.service.IFinancialService, dubbo version: 2.5.6, current host: 192.168.29.1
2017-11-11 14:54:30,536 INFO [com.alibaba.dubbo.config.AbstractConfig] -  [DUBBO] Export dubbo service cn.mldn.dibmp.service.IFinancialService to local registry, dubbo version: 2.5.6, current host: 192.168.29.1
2017-11-11 14:54:30,536 INFO [com.alibaba.dubbo.config.AbstractConfig] -  [DUBBO] Export dubbo service cn.mldn.dibmp.service.IFinancialService to url dubbo://192.168.29.1:9326/cn.mldn.dibmp.service.IFinancialService?anyhost=true&application=mldn-service-member&default.timeout=10000000&dubbo=2.5.6&generic=false&interface=cn.mldn.dibmp.service.IFinancialService&methods=listStorageApplyDetails,addStorageApply,listSplitStorageRecord,getStorageApplyBySaid,listSplitStorageApply,addStorageRecord,listStorageApplysAll,listStorageRecordsAll,submitApply&pid=4432&revision=dev&side=provider&timestamp=1510383270510&version=dev, dubbo version: 2.5.6, current host: 192.168.29.1
2017-11-11 14:54:30,537 INFO [com.alibaba.dubbo.config.AbstractConfig] -  [DUBBO] Register dubbo service cn.mldn.dibmp.service.IFinancialService url dubbo://192.168.29.1:9326/cn.mldn.dibmp.service.IFinancialService?anyhost=true&application=mldn-service-member&default.timeout=10000000&dubbo=2.5.6&generic=false&interface=cn.mldn.dibmp.service.IFinancialService&methods=listStorageApplyDetails,addStorageApply,listSplitStorageRecord,getStorageApplyBySaid,listSplitStorageApply,addStorageRecord,listStorageApplysAll,listStorageRecordsAll,submitApply&pid=4432&revision=dev&side=provider&timestamp=1510383270510&version=dev to registry registry://192.168.28.85:2182/com.alibaba.dubbo.registry.RegistryService?application=mldn-service-member&dubbo=2.5.6&pid=4432&registry=zookeeper&timestamp=1510383270509, dubbo version: 2.5.6, current host: 192.168.29.1
2017-11-11 14:54:30,562 INFO [com.alibaba.dubbo.remoting.transport.AbstractServer] -  [DUBBO] Start NettyServer bind /0.0.0.0:9326, export /192.168.29.1:9326, dubbo version: 2.5.6, current host: 192.168.29.1
2017-11-11 14:54:30,565 INFO [com.alibaba.dubbo.registry.zookeeper.ZookeeperRegistry] -  [DUBBO] Register: dubbo://192.168.29.1:9326/cn.mldn.dibmp.service.IFinancialService?anyhost=true&application=mldn-service-member&default.timeout=10000000&dubbo=2.5.6&generic=false&interface=cn.mldn.dibmp.service.IFinancialService&methods=listStorageApplyDetails,addStorageApply,listSplitStorageRecord,getStorageApplyBySaid,listSplitStorageApply,addStorageRecord,listStorageApplysAll,listStorageRecordsAll,submitApply&pid=4432&revision=dev&side=provider&timestamp=1510383270510&version=dev, dubbo version: 2.5.6, current host: 192.168.29.1
2017-11-11 14:54:30,741 INFO [com.alibaba.dubbo.registry.zookeeper.ZookeeperRegistry] -  [DUBBO] Subscribe: provider://192.168.29.1:9326/cn.mldn.dibmp.service.IFinancialService?anyhost=true&application=mldn-service-member&category=configurators&check=false&default.timeout=10000000&dubbo=2.5.6&generic=false&interface=cn.mldn.dibmp.service.IFinancialService&methods=listStorageApplyDetails,addStorageApply,listSplitStorageRecord,getStorageApplyBySaid,listSplitStorageApply,addStorageRecord,listStorageApplysAll,listStorageRecordsAll,submitApply&pid=4432&revision=dev&side=provider&timestamp=1510383270510&version=dev, dubbo version: 2.5.6, current host: 192.168.29.1
2017-11-11 14:54:30,941 INFO [com.alibaba.dubbo.registry.zookeeper.ZookeeperRegistry] -  [DUBBO] Notify urls for subscribe url provider://192.168.29.1:9326/cn.mldn.dibmp.service.IFinancialService?anyhost=true&application=mldn-service-member&category=configurators&check=false&default.timeout=10000000&dubbo=2.5.6&generic=false&interface=cn.mldn.dibmp.service.IFinancialService&methods=listStorageApplyDetails,addStorageApply,listSplitStorageRecord,getStorageApplyBySaid,listSplitStorageApply,addStorageRecord,listStorageApplysAll,listStorageRecordsAll,submitApply&pid=4432&revision=dev&side=provider&timestamp=1510383270510&version=dev, urls: [empty://192.168.29.1:9326/cn.mldn.dibmp.service.IFinancialService?anyhost=true&application=mldn-service-member&category=configurators&check=false&default.timeout=10000000&dubbo=2.5.6&generic=false&interface=cn.mldn.dibmp.service.IFinancialService&methods=listStorageApplyDetails,addStorageApply,listSplitStorageRecord,getStorageApplyBySaid,listSplitStorageApply,addStorageRecord,listStorageApplysAll,listStorageRecordsAll,submitApply&pid=4432&revision=dev&side=provider&timestamp=1510383270510&version=dev], dubbo version: 2.5.6, current host: 192.168.29.1
2017-11-11 14:54:30,950 INFO [com.alibaba.dubbo.container.Main] -  [DUBBO] Dubbo SpringContainer started!, dubbo version: 2.5.6, current host: 192.168.29.1
2017-11-11 15:33:15,327 INFO [com.alibaba.dubbo.common.logger.LoggerFactory] - using logger: com.alibaba.dubbo.common.logger.log4j.Log4jLoggerAdapter
2017-11-11 15:33:15,466 INFO [com.alibaba.dubbo.container.Main] -  [DUBBO] Use container type([spring]) to run dubbo serivce., dubbo version: 2.5.6, current host: 127.0.0.1
